txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
C-47,1029866,y,SC 000036:42,E
C-49,1030006,y,SC 000038:26,E
C-5,1030005,y,SC 000038:25,E
C-51,1029921,y,SC 000037:20,E
C-52,1029760,y,SC 000035:13,E
C-53,1029904,y,SC 000037:3,E
C-55,1029918,y,SC 000037:17,E
C-56,1029827,y,SC 000036:3,E
C-58,1034808,y,SC 000134:6,E
C-59,1029920,y,SC 000037:19,E
C-65,1030042,y,SC 000038:62,E
C-69,1029902,y,SC 000037:1,E
C-71,1029876,y,SC 000036:52,E
C-73,1029933,y,SC 000037:32,E
C-79,1029794,y,SC 000035:47,E
C-8,1029931,y,SC 000037:30,E
C-83,1029831,y,SC 000036:7,E
C-86,1029767,y,SC 000035:20,E
C-90,1075858,y,NULL,E
C-94,1030034,y,SC 000038:54,E
CPCNA-1,1078761,Y,SC 000CPC:1,C
CPCNA-10,1077746,Y,SC 000CPC:10,C
CPCNA-10A,1077747,Y,SC 000CPC:10A,C
CPCNA-10B,1077748,Y,SC 000CPC:10B,C
CPCNA-11,1077749,Y,SC 000CPC:11,C
CPCNA-11A,1077750,Y,SC 000CPC:11A,C
CPCNA-11B,1077751,Y,SC 000CPC:11B,C
CPCNA-12,1077752,Y,SC 000CPC:12,C
CPCNA-12A,1077753,Y,SC 000CPC:12A,C
CPCNA-12B,1077754,Y,SC 000CPC:12B,C
CPCNA-13,1077755,Y,SC 000CPC:13,C
CPCNA-13A,1077756,Y,SC 000CPC:13A,C
CPCNA-14,1077757,Y,SC 000CPC:14,C
CPCNA-14A,1077758,Y,SC 000CPC:14A,C
CPCNA-14B,1077759,Y,SC 000CPC:14B,C
CPCNA-14C,1077760,Y,SC 000CPC:14C,C
CPCNA-15,1077761,Y,SC 000CPC:15,C
CPCNA-15A,1077762,Y,SC 000CPC:15A,C
CPCNA-16,1077763,Y,SC 000CPC:16,C
CPCNA-16A,1077764,Y,SC 000CPC:16A,C
CPCNA-17,1077765,Y,SC 000CPC:17,C
CPCNA-17A,1077766,Y,SC 000CPC:17A,C
CPCNA-17B,1077767,Y,SC 000CPC:17B,C
CPCNA-18,1077768,Y,SC 000CPC:18,C
CPCNA-18A,1077769,Y,SC 000CPC:18A,C
CPCNA-18B,1077770,Y,SC 000CPC:18B,C
CPCNA-19,1077771,Y,SC 000CPC:19,C
CPCNA-1A,1077725,Y,SC 000CPC:1A,C
CPCNA-1B,1077726,Y,SC 000CPC:1B,C
CPCNA-2,1077727,Y,SC 000CPC:2,C
CPCNA-20,1077772,Y,SC 000CPC:20,C
CPCNA-20A,1077773,Y,SC 000CPC:20A,C
CPCNA-21,1077774,Y,SC 000CPC:21,C
CPCNA-21A,1077775,Y,SC 000CPC:21A,C
CPCNA-21B,1077776,Y,SC 000CPC:21B,C
CPCNA-22,1077777,Y,SC 000CPC:22,C
CPCNA-22A,1077778,Y,SC 000CPC:22A,C
CPCNA-23,1077779,Y,SC 000CPC:23,C
CPCNA-23A,1077780,Y,SC 000CPC:23A,C
CPCNA-23B,1077781,Y,SC 000CPC:23B,C
CPCNA-24,1077782,Y,SC 000CPC:24,C
CPCNA-24A,1077783,Y,SC 000CPC:24A,C
CPCNA-24B,1077784,Y,SC 000CPC:24B,C
CPCNA-24C,1077785,Y,SC 000CPC:24C,C
CPCNA-25,1077786,Y,SC 000CPC:25,C
CPCNA-25A,1077787,Y,SC 000CPC:25A,C
CPCNA-25B,1077788,Y,SC 000CPC:25B,C
CPCNA-26,1077789,Y,SC 000CPC:26,C
CPCNA-26A,1077790,Y,SC 000CPC:26A,C
CPCNA-26B,1077791,Y,SC 000CPC:26B,C
CPCNA-27,1077792,Y,SC 000CPC:27,C
CPCNA-27A,1077793,Y,SC 000CPC:27A,C
CPCNA-28,1077794,Y,SC 000CPC:28,C
CPCNA-28A,1077795,Y,SC 000CPC:28A,C
CPCNA-29,1077796,Y,SC 000CPC:29,C
CPCNA-2A,1077728,Y,SC 000CPC:2A,C
CPCNA-2B,1077729,Y,SC 000CPC:2B,C
CPCNA-2C,1077730,Y,SC 000CPC:2C,C
CPCNA-3,1077731,Y,SC 000CPC:3,C
CPCNA-30,1077797,Y,SC 000CPC:30,C
CPCNA-30A,1077798,Y,SC 000CPC:30A,C
CPCNA-30B,1077799,Y,SC 000CPC:30B,C
CPCNA-31,1077800,Y,SC 000CPC:31,C
CPCNA-31A,1077801,Y,SC 000CPC:31A,C
CPCNA-31B,1077802,Y,SC 000CPC:31B,C
CPCNA-31C,1077803,Y,SC 000CPC:31C,C
CPCNA-32,1077804,Y,SC 000CPC:32,C
CPCNA-32A,1077805,Y,SC 000CPC:32A,C
CPCNA-33,1077806,Y,SC 000CPC:33,C
CPCNA-33A,1077807,Y,SC 000CPC:33A,C
CPCNA-33B,1077808,Y,SC 000CPC:33B,C
CPCNA-34,1077809,Y,SC 000CPC:34,C
CPCNA-34A,1077810,Y,SC 000CPC:34A,C
CPCNA-34B,1077811,Y,SC 000CPC:34B,C
CPCNA-34C,1077812,Y,SC 000CPC:34C,C
CPCNA-35,1077813,Y,SC 000CPC:35,C
CPCNA-35A,1077814,Y,SC 000CPC:35A,C
CPCNA-35B,1077815,Y,SC 000CPC:35B,C
CPCNA-36,1077816,Y,SC 000CPC:36,C
CPCNA-37,1077817,Y,SC 000CPC:37,C
CPCNA-37A,1077818,Y,SC 000CPC:37A,C
CPCNA-37B,1077819,Y,SC 000CPC:37B,C
CPCNA-37C,1077820,Y,SC 000CPC:37C,C
CPCNA-38,1077821,Y,SC 000CPC:38,C
CPCNA-38A,1077822,Y,SC 000CPC:38A,C
CPCNA-38B,1077823,Y,SC 000CPC:38B,C
CPCNA-38C,1077824,Y,SC 000CPC:38C,C
CPCNA-39,1077825,Y,SC 000CPC:39,C
CPCNA-39A,1077826,Y,SC 000CPC:39A,C
CPCNA-39B,1077827,Y,SC 000CPC:39B,C
CPCNA-3A,1077732,Y,SC 000CPC:3A,C
CPCNA-40,1077828,Y,SC 000CPC:40,C
CPCNA-40A,1077829,Y,SC 000CPC:40A,C
CPCNA-41,1077830,Y,SC 000CPC:41,C
CPCNA-41A,1077831,Y,SC 000CPC:41A,C
CPCNA-41B,1077832,Y,SC 000CPC:41B,C
CPCNA-42,1077833,Y,SC 000CPC:42,C
CPCNA-42A,1077834,Y,SC 000CPC:42A,C
CPCNA-42B,1077835,Y,SC 000CPC:42B,C
CPCNA-43,1077836,Y,SC 000CPC:43,C
CPCNA-43A,1077837,Y,SC 000CPC:43A,C
CPCNA-44,1077838,Y,SC 000CPC:44,C
CPCNA-44A,1077839,Y,SC 000CPC:44A,C
CPCNA-44B,1077840,Y,SC 000CPC:44B,C
CPCNA-45,1077841,Y,SC 000CPC:45,C
CPCNA-45A,1077842,Y,SC 000CPC:45A,C
CPCNA-45B,1077843,Y,SC 000CPC:45B,C
CPCNA-45C,1077844,Y,SC 000CPC:45C,C
CPCNA-46,1077845,Y,SC 000CPC:46,C
CPCNA-46A,1077846,Y,SC 000CPC:46A,C
CPCNA-46B,1077847,Y,SC 000CPC:46B,C
CPCNA-47,1077848,Y,SC 000CPC:47,C
CPCNA-47A,1077849,Y,SC 000CPC:47A,C
CPCNA-47B,1077850,Y,SC 000CPC:47B,C
CPCNA-48,1077851,Y,SC 000CPC:48,C
CPCNA-48A,1077852,Y,SC 000CPC:48A,C
CPCNA-48B,1077853,Y,SC 000CPC:48B,C
CPCNA-49,1077854,Y,SC 000CPC:49,C
CPCNA-49A,1077855,Y,SC 000CPC:49A,C
CPCNA-49B,1077856,Y,SC 000CPC:49B,C
CPCNA-5,1077733,Y,SC 000CPC:5,C
CPCNA-50,1077857,Y,SC 000CPC:50,C
CPCNA-50A,1077858,Y,SC 000CPC:50A,C
CPCNA-50B,1077859,Y,SC 000CPC:50B,C
CPCNA-50C,1077860,Y,SC 000CPC:50C,C
CPCNA-51,1077861,Y,SC 000CPC:51,C
CPCNA-51A,1077862,Y,SC 000CPC:51A,C
CPCNA-51B,1077863,Y,SC 000CPC:51B,C
CPCNA-52,1077864,Y,SC 000CPC:52,C
CPCNA-52A,1077865,Y,SC 000CPC:52A,C
CPCNA-52B,1077866,Y,SC 000CPC:52B,C
CPCNA-5A,1077734,Y,SC 000CPC:5A,C
CPCNA-5B,1077735,Y,SC 000CPC:5B,C
CPCNA-6,1077736,Y,SC 000CPC:6,C
CPCNA-6A,1077737,Y,SC 000CPC:6A,C
CPCNA-7,1077738,Y,SC 000CPC:7,C
CPCNA-7A,1077739,Y,SC 000CPC:7A,C
CPCNA-8,1077740,Y,SC 000CPC:8,C
CPCNA-8A,1077741,Y,SC 000CPC:8A,C
CPCNA-8B,1077742,Y,SC 000CPC:8B,C
CPCNA-9,1077743,Y,SC 000CPC:9,C
CPCNA-9A,1077744,Y,SC 000CPC:9A,C
CPCNA-9B,1077745,Y,SC 000CPC:9B,C
D-105,1029909,Y,SC 000037:8,E
D-121,1029980,Y,SC 000037:79,E
D-122,1030018,Y,SC 000038:38,E
D-123,1029981,Y,SC 000038:1,E
D-144,1029994,Y,SC 000038:14,E
D-148,1029978,Y,SC 000037:77,E
D-154,1030013,Y,SC 000038:33,E
D-166,1030054,Y,SC 000038:74,E
D-168,1030053,Y,SC 000038:73,E
D-203,1029126,Y,SC 000021:71,E
D-205,1028653,Y,SC 000012:35,E
D-220,1029152,Y,SC 000022:18,E
D-227,1029152,Y,SC 000022:18,E
DB-1,1032826,y,SC 000081:3,E
DB-10,1032864,y,SC 000082:4,E
DB-11,1032864,Y,SC 000082:4,E
DB-12,1032894,y,SC 000082:34,E
DB-2,1032828,y,SC 000081:5,E
DB-3,1032767,y,SC 000079:27,E
DB-4,1032768,y,SC 000079:28,E
DB-5,1032770,y,SC 000079:30,E
DB-6,1032767,y,SC 000079:27,E
DB-7,1032769,y,SC 000079:29,E
DB-8,1032777,y,SC 000079:37,E
DB-9,1032826,y,SC 000081:3,E
DB3-1,1031315,y,SC 000059:33,E
DB3-10,1031334,y,SC 000059:52,E
DB3-100,1031337,y,SC 000059:55,E
DB3-11,1031336,y,SC 000059:54,E
DB3-12,1031322,y,SC 000059:40,E
DB3-13,1031332,y,SC 000059:50,E
DB3-14,1031318,y,SC 000059:36,E
DB3-14.5,1031148,y,SC 000056:58,E
DB3-15,1030938,y,SC 000053:34,E
DB3-15,1031320,y,SC 000059:38,E
DB3-16,1030531,y,SC 000046:53,E
DB3-17,1030496,y,SC 000046:18,E
DB3-18,1031311,y,SC 000059:29,E
DB3-2,1031141,y,SC 000056:51,E
DB3-20,1031243,y,SC 000058:25,E
DB3-21,1030402,y,SC 000044:57,E
DB3-23,1031210,y,SC 000057:55,E
DB3-24,1031104,y,SC 000056:14,E
DB3-25,1031130,y,SC 000056:40,E
DB3-26,1031090,y,SC 000055:65,E
DB3-27,1030935,y,SC 000053:31,E
DB3-28,1031112,y,SC 000056:22,E
DB3-29,1031231,y,SC 000058:13,E
DB3-3,1030973,y,SC 000054:14,E
DB3-30,1031117,y,SC 000056:27,E
DB3-31,1031089,y,SC 000055:64,E
DB3-32,1031262,y,SC 000058:44,E
DB3-33,1031095,y,SC 000056:5,E
DB3-34,1030535,y,SC 000046:57,E
DB3-35,1031063,y,SC 000055:38,E
DB3-36,1031058,y,SC 000055:33,E
DB3-37,1031272,y,SC 000058:54,E
DB3-38,1031088,y,SC 000055:63,E
DB3-39,1031037,y,SC 000055:12,E
DB3-4,1031287,y,SC 000059:5,E
DB3-40,1031081,y,SC 000055:56,E
DB3-41,1031005,y,SC 000054:46,E
DB3-42,1031004,y,SC 000054:45,E
DB3-43,1031154,y,SC 000056:64,E
DB3-44,1030489,y,SC 000046:11,E
DB3-44,1031079,y,SC 000055:54,E
DB3-45,1031303,y,SC 000059:21,E
DB3-46,1031035,y,SC 000055:10,E
DB3-47,1031316,y,SC 000059:34,E
DB3-48,1031142,y,SC 000056:52,E
DB3-49,1031064,y,SC 000055:39,E
DB3-5,1031158,y,SC 000057:3,E
DB3-50,1031270,y,SC 000058:52,E
DB3-51,1031139,y,SC 000056:49,E
DB3-52,1031324,y,SC 000059:42,E
DB3-53,1031022,y,SC 000054:63,E
DB3-54,1031293,y,SC 000059:11,E
DB3-55,1031009,y,SC 000054:50,E
DB3-56,1031031,y,SC 000055:6,E
DB3-57,1031260,y,SC 000058:42,E
DB3-58,1031159,y,SC 000057:4,E
DB3-59,1031321,y,SC 000059:39,E
DB3-6,1031313,y,SC 000059:31,E
DB3-60,1031307,y,SC 000059:25,E
DB3-61,1031034,y,SC 000055:9,E
DB3-62,1031314,y,SC 000059:32,E
DB3-63,1031057,y,SC 000055:32,E
DB3-64,1031326,y,SC 000059:44,E
DB3-66,1031024,y,SC 000054:65,E
DB3-67,1031023,y,SC 000054:64,E
DB3-68,1031059,y,SC 000055:34,E
DB3-69,1030605,y,SC 000048:3,E
DB3-7,1031317,y,SC 000059:35,E
DB3-70,1030710,y,SC 000049:47,E
DB3-71,1030934,y,SC 000053:30,E
DB3-72,1030858,y,SC 000052:13,E
DB3-73,1031026,y,SC 000055:1,E
DB3-74,1031056,y,SC 000055:31,E
DB3-75,1031045,y,SC 000055:20,E
DB3-76,1030960,y,SC 000054:1,E
DB3-77,1031228,y,SC 000058:10,E
DB3-78,1031137,y,SC 000056:47,E
DB3-79,1031030,y,SC 000055:5,E
DB3-8,1030970,y,SC 000054:11,E
DB3-80,1031011,y,SC 000054:52,E
DB3-81,1031108,y,SC 000056:18,E
DB3-82,1031015,y,SC 000054:56,E
DB3-83,1031164,y,SC 000057:9,E
DB3-84,1031292,y,SC 000059:10,E
DB3-85,1031286,y,SC 000059:4,E
DB3-86,1031267,y,SC 000058:49,E
DB3-87,1031150,y,SC 000056:60,E
DB3-88,1030997,y,SC 000054:38,E
DB3-89,1031077,y,SC 000055:52,E
DB3-9,1031333,y,SC 000059:51,E
DB3-90,1031042,y,SC 000055:17,E
DB3-91,1031000,y,SC 000054:41,E
DB3-91B,1031271,y,SC 000058:53,E
DB3-92,1031294,y,SC 000059:12,E
DB3-93,1031310,y,SC 000059:28,E
DB3-94,1031273,y,SC 000058:55,E
DB3-95,1031330,y,SC 000059:48,E
DB3-96,1031072,y,SC 000055:47,E
DB3-97,1031016,y,SC 000054:57,E
DB3-98,1031329,y,SC 000059:47,E
DB3-99,1031337,y,SC 000059:55,E
DB4-1,1031240,y,SC 000058:22,E
DB4-10,1031221,y,SC 000058:3,E
DB4-11,1031169,y,SC 000057:14,E
DB4-12,1031175,y,SC 000057:20,E
DB4-13,1031177,y,SC 000057:22,E
DB4-14,1031242,y,SC 000058:24,E
DB4-15,1031297,y,SC 000059:15,E
DB4-16,1030549,y,SC 000047:9,E
DB4-17,1030550,y,SC 000047:10,E
DB4-18,1031229,y,SC 000058:11,E
DB4-19,1031214,y,SC 000057:59,E
DB4-2,1031170,y,SC 000057:15,E
DB4-20,1031108,y,SC 000056:18,E
DB4-21,1031197,y,SC 000057:42,E
DB4-22,1031211,y,SC 000057:56,E
DB4-23,1031296,y,SC 000059:14,E
DB4-24,1031230,y,SC 000058:12,E
DB4-25,1031237,y,SC 000058:19,E
DB4-26,1031198,y,SC 000057:43,E
DB4-27,1031201,y,SC 000057:46,E
DB4-28,1031276,y,SC 000058:58,E
DB4-29,1031194,y,SC 000057:39,E
DB4-3,1030580,y,SC 000047:40,E
DB4-4,1031256,y,SC 000058:38,E
DB4-5,1031257,y,SC 000058:39,E
DB4-6,1031190,y,SC 000057:35,E
DB4-7,1031172,y,SC 000057:17,E
DB4-8,1031200,y,SC 000057:45,E
DB4-9,1031188,y,SC 000057:33,E
DBE-1,1032856,y,SC 000081:33,E
DBE-10,1032854,y,SC 000081:31,E
DBE-11,1032852,y,SC 000081:29,E
DBE-12,1032855,y,SC 000081:32,E
DBE-13,1032867,y,SC 000082:7,E
DBE-14,1032870,y,SC 000082:10,E
DBE-15,1032866,y,SC 000082:6,E
DBE-16,1032865,y,SC 000082:5,E
DBE-17,1032857,y,SC 000081:34,E
DBE-18,1032858,y,SC 000081:35,E
DBE-19,1032861,y,SC 000082:1,E
DBE-2,1032859,y,SC 000081:36,E
DBE-20,1032862,y,SC 000082:2,E
DBE-21,1032812,y,SC 000080:30,E
DBE-3,1032851,y,SC 000081:28,E
DBE-4,1032887,y,SC 000082:27,E
DBE-5,1032869,y,SC 000082:9,E
DBE-6,1032860,y,SC 000081:37,E
DBE-7,1032853,y,SC 000081:30,E
DBE-8,1032871,y,SC 000082:11,E
DBE-9,1032868,y,SC 000082:8,E
FH-1,1031207,y,SC 000057:52,E
FH-10,1030640,y,SC 000048:38,E
FH-11,1030731,y,SC 000050:7,E
FH-12,1030638,y,SC 000048:36,E
FH-13,1030755,y,SC 000050:31,E
FH-14,1030646,y,SC 000048:44,E
FH-15,1030783,y,SC 000050:59,E
FH-16,1030643,y,SC 000048:41,E
FH-17,1030803,y,SC 000051:18,E
FH-18,1030732,y,SC 000050:8,E
FH-19,1030816,y,SC 000051:31,E
FH-2,1030645,y,SC 000048:43,E
FH-20,1030754,y,SC 000050:30,E
FH-21,1030945,y,SC 000053:41,E
FH-22,1031080,y,SC 000055:55,E
FH-23,1031070,y,SC 000055:45,E
FH-24,1031279,y,SC 000058:61,E
FH-25,1031222,y,SC 000058:4,E
FH-26,1030994,y,SC 000054:35,E
FH-27,1031002,y,SC 000054:43,E
FH-28,1030689,y,SC 000049:26,E
FH-29,1030735,y,SC 000050:11,E
FH-3,1030736,y,SC 000050:12,E
FH-30,1030757,y,SC 000050:33,E
FH-31,1030649,y,SC 000048:47,E
FH-32,1030916,y,SC 000053:12,E
FH-33,1030826,y,SC 000051:41,E
FH-34,1030747,y,SC 000050:23,E
FH-35,1030848,y,SC 000052:3,E
FH-36,1030765,y,SC 000050:41,E
FH-38,1030840,y,SC 000051:55,E
FH-39,1030753,y,SC 000050:29,E
FH-4,1030743,y,SC 000050:19,E
FH-40,1030647,y,SC 000048:45,E
FH-41,1031207,y,SC 000057:52,E
FH-42,1030859,y,SC 000052:14,E
FH-5,1030658,y,SC 000048:56,E
FH-6,1030685,y,SC 000049:22,E
FH-7,1030874,y,SC 000052:29,E
FH-8,1030822,y,SC 000051:37,E
FH-9,1030737,y,SC 000050:13,E
GA-0.5,1034308,y,SC 000114:16,E
GA-1,1034177,y,SC 000109:13,E
GA-10,1032788,y,SC 000080:6,E
GA-11,1032790,y,SC 000080:8,E
GA-11,1034167,y,SC 000109:3,E
GA-12,1032762,y,SC 000079:22,E
GA-13,1034165,y,SC 000109:1,E
GA-15,1034189,y,SC 000109:25,E
GA-17,1034202,y,SC 000109:38,E
GA-19,1034196,y,SC 000109:32,E
GA-2,1032829,y,SC 000081:6,E
GA-21,1034203,y,SC 000109:39,E
GA-23,1034184,y,SC 000109:20,E
GA-25,1034174,y,SC 000109:10,E
GA-27,1034205,y,SC 000109:41,E
GA-29,1034201,y,SC 000109:37,E
GA-3,1032830,y,SC 000081:7,E
GA-3,1034180,y,SC 000109:16,E
GA-31,1034193,y,SC 000109:29,E
GA-33,1034192,y,SC 000109:28,E
GA-35,1034190,y,SC 000109:26,E
GA-37,1034173,y,SC 000109:9,E
GA-39,1034171,y,SC 000109:7,E
GA-4,1032808,y,SC 000080:26,E
GA-41,1034166,y,SC 000109:2,E
GA-43,1034216,y,SC 000110:11,E
GA-45,1034194,y,SC 000109:30,E
GA-49,1034237,y,SC 000111:15,E
GA-5,1032810,y,SC 000080:28,E
GA-5,1034179,y,SC 000109:15,E
GA-51,1034187,y,SC 000109:23,E
GA-53,1034185,y,SC 000109:21,E
GA-55,1034199,y,SC 000109:35,E
GA-57,1034186,y,SC 000109:22,E
GA-59,1034200,y,SC 000109:36,E
GA-6,1032824,y,SC 000081:1,E
GA-6,1034195,y,SC 000109:31,E
GA-61,1034175,y,SC 000109:11,E
GA-63,1034183,y,SC 000109:19,E
GA-65,1034195,y,SC 000109:31,E
GA-67,1034195,y,SC 000109:31,E
GA-69,1034178,y,SC 000109:14,E
GA-7,1032823,y,SC 000080:41,E
GA-7,1034172,y,SC 000109:8,E
GA-71,1034188,y,SC 000109:24,E
GA-73,1034182,y,SC 000109:18,E
GA-75,1034169,y,SC 000109:5,E
GA-77,1034198,y,SC 000109:34,E
GA-79,1034204,y,SC 000109:40,E
GA-8,1032822,y,SC 000080:40,E
GA-81,1034197,y,SC 000109:33,E
GA-83,1034181,y,SC 000109:17,E
GA-85,1034191,y,SC 000109:27,E
GA-9,1032821,y,SC 000080:39,E
GA-9,1034168,y,SC 000109:4,E
GAN-1,1030511,y,SC 000046:33,E
GAN-11,1030878,y,SC 000052:33,E
GAN-12,1030357,y,SC 000044:12,E
GAN-14,1030375,y,SC 000044:30,E
GAN-15,1030546,y,SC 000047:6,E
GAN-19,1030436,y,SC 000045:24,E
GAN-2,1031041,y,SC 000055:16,E
GAN-20,1030397,y,SC 000044:52,E
GAN-21,1030660,y,SC 000048:58,E
GAN-22,1030358,y,SC 000044:13,E
GAN-23,1030623,y,SC 000048:21,E
GAN-24,1030371,y,SC 000044:26,E
GAN-26,1030622,y,SC 000048:20,E
GAN-27,1030956,y,SC 000053:52,E
GAN-28,1031300,y,SC 000059:18,E
GAN-29,1030374,y,SC 000044:29,E
GAN-3,1030551,y,SC 000047:11,E
GAN-3,1030874,y,SC 000052:29,E
GAN-30,1030749,y,SC 000050:25,E
GAN-31,1030570,y,SC 000047:30,E
GAN-33,1030874,y,SC 000052:29,E
GAN-34,1031094,y,SC 000056:4,E
GAN-36,1030372,y,SC 000044:27,E
GAN-38,1030604,y,SC 000048:2,E
GAN-39,1031238,y,SC 000058:20,E
GAN-40,1030964,y,SC 000054:5,E
GAN-41,1030606,y,SC 000048:4,E
GAN-5,1030533,y,SC 000046:55,E
GAN-6,1030985,y,SC 000054:26,E
GMP-1,1030899,y,SC 000052:54,E
GMP-10,1030830,y,SC 000051:45,E
GMP-11,1030788,y,SC 000051:3,E
GMP-12,1030820,y,SC 000051:35,E
GMP-13,1030670,y,SC 000049:7,E
GMP-14,1030683,y,SC 000049:20,E
GMP-15,1030799,y,SC 000051:14,E
GMP-16,1030791,y,SC 000051:6,E
GMP-17,1030894,y,SC 000052:49,E
GMP-18,1030787,y,SC 000051:2,E
GMP-19,1030779,y,SC 000050:55,E
GMP-2,1030904,y,SC 000052:59,E
GMP-20,1030817,y,SC 000051:32,E
GMP-21,1030704,y,SC 000049:41,E
GMP-23,1030808,y,SC 000051:23,E
GMP-24,1031246,y,SC 000058:28,E
GMP-3,1030842,y,SC 000051:57,E
GMP-4,1030835,y,SC 000051:50,E
GMP-5,1030683,y,SC 000049:20,E
GMP-6,1030683,y,SC 000049:20,E
GMP-7,1030728,y,SC 000050:4,E
GMP-8,1030769,y,SC 000050:45,E
GMP-9,1030767,y,SC 000050:43,E
GWS-1,1030962,y,SC 000054:3,E
GWS-1.5,1030963,y,SC 000054:4,E
GWS-11,1034787,y,SC 000133:7,E
GWS-12,1030966,y,SC 000054:7,E
GWS-18,1030985,y,SC 000054:26,E
GWS-2,1030963,y,SC 000054:4,E
GWS-2,1030965,y,SC 000054:6,E
GWS-20,1031069,y,SC 000055:44,E
GWS-21,1030961,y,SC 000054:2,E
GWS-22,1030962,y,SC 000054:3,E
GWS-23,1030965,y,SC 000054:6,E
GWS-24,1031157,y,SC 000057:2,E
GWS-25,1030982,y,SC 000054:23,E
GWS-26,1030974,y,SC 000054:15,E
GWS-27,1030963,y,SC 000054:4,E
GWS-3,1030992,y,SC 000054:33,E
GWS-31,1030969,y,SC 000054:10,E
GWS-32,1030966,y,SC 000054:7,E
GWS-33,1031069,y,SC 000055:44,E
GWS-34,1030985,y,SC 000054:26,E
GWS-35,1030992,y,SC 000054:33,E
GWS-36,1030978,y,SC 000054:19,E
GWS-5,1030982,y,SC 000054:23,E
GWS-6,1030974,y,SC 000054:15,E
GWS-9,1034313,y,SC 000115:5,E
J.Strode-1,1030671,y,SC 000049:8,E
J.Strode-10,1030462,y,SC 000045:50,E
J.Strode-11,1030410,y,SC 000044:65,E
J.Strode-12,1030421,y,SC 000045:9,E
J.Strode-13,1030482,y,SC 000046:4,E
J.Strode-14,1030659,y,SC 000048:57,E
J.Strode-15,1030430,y,SC 000045:18,E
J.Strode-16,1030432,y,SC 000045:20,E
J.Strode-17,1030888,y,SC 000052:43,E
J.Strode-18,1030431,y,SC 000045:19,E
J.Strode-19,1030752,y,SC 000050:28,E
J.Strode-2,1030388,y,SC 000044:43,E
J.Strode-20,1030679,y,SC 000049:16,E
J.Strode-21,1030818,y,SC 000051:33,E
J.Strode-22,1030406,y,SC 000044:61,E
J.Strode-23,1030775,y,SC 000050:51,E
J.Strode-24,1030664,y,SC 000049:1,E
J.Strode-25,1030621,y,SC 000048:19,E
J.Strode-26,1030739,y,SC 000050:15,E
J.Strode-27,1030552,y,SC 000047:12,E
J.Strode-29,1030617,y,SC 000048:15,E
J.Strode-3,1030416,y,SC 000045:4,E
J.Strode-30,1030615,y,SC 000048:13,E
J.Strode-31,1030633,y,SC 000048:31,E
J.Strode-32,1030644,y,SC 000048:42,E
J.Strode-34,1030499,y,SC 000046:21,E
J.Strode-35,1030377,y,SC 000044:32,E
J.Strode-36,1030441,y,SC 000045:29,E
J.Strode-37,1030414,y,SC 000045:2,E
J.Strode-38,1030405,y,SC 000044:60,E
J.Strode-39,1030417,y,SC 000045:5,E
J.Strode-4,1030420,y,SC 000045:8,E
J.Strode-40,1030456,y,SC 000045:44,E
J.Strode-41,1030404,y,SC 000044:59,E
J.Strode-42,1030448,y,SC 000045:36,E
J.Strode-43,1030428,y,SC 000045:16,E
J.Strode-44,1030353,y,SC 000044:8,E
J.Strode-45,1030439,y,SC 000045:27,E
J.Strode-46,1030426,y,SC 000045:14,E
J.Strode-47,1030391,y,SC 000044:46,E
J.Strode-48,1030413,y,SC 000045:1,E
J.Strode-49,1030347,y,SC 000044:2,E
J.Strode-5,1030472,y,SC 000045:60,E
J.Strode-50,1030437,y,SC 000045:25,E
J.Strode-51,1030422,y,SC 000045:10,E
J.Strode-52,1030451,y,SC 000045:39,E
J.Strode-53,1030529,y,SC 000046:51,E
J.Strode-54,1030354,y,SC 000044:9,E
J.Strode-55,1030440,y,SC 000045:28,E
J.Strode-56,1030476,y,SC 000045:64,E
J.Strode-57,1030407,y,SC 000044:62,E
J.Strode-58,1030450,y,SC 000045:38,E
J.Strode-59,1030384,y,SC 000044:39,E
J.Strode-6,1030408,y,SC 000044:63,E
J.Strode-60,1030380,y,SC 000044:35,E
J.Strode-61,1030419,y,SC 000045:7,E
J.Strode-62,1030461,y,SC 000045:49,E
J.Strode-63,1030381,y,SC 000044:36,E
J.Strode-64,1030468,y,SC 000045:56,E
J.Strode-65,1030376,y,SC 000044:31,E
J.Strode-66,1030398,y,SC 000044:53,E
J.Strode-67,1030469,y,SC 000045:57,E
J.Strode-68,1030438,y,SC 000045:26,E
J.Strode-69,1030515,y,SC 000046:37,E
J.Strode-7,1030425,y,SC 000045:13,E
J.Strode-70,1030412,y,SC 000044:67,E
J.Strode-71,1030502,y,SC 000046:24,E
J.Strode-72,1030445,y,SC 000045:33,E
J.Strode-73,1030429,y,SC 000045:17,E
J.Strode-74,1030348,y,SC 000044:3,E
J.Strode-75,1030383,y,SC 000044:38,E
J.Strode-76,1030369,y,SC 000044:24,E
J.Strode-77,1030466,y,SC 000045:54,E
J.Strode-78,1030537,y,SC 000046:59,E
J.Strode-79,1030390,y,SC 000044:45,E
J.Strode-8,1030418,y,SC 000045:6,E
J.Strode-80,1030457,y,SC 000045:45,E
J.Strode-81,1030433,y,SC 000045:21,E
J.Strode-82,1030351,y,SC 000044:6,E
J.Strode-83,1030503,y,SC 000046:25,E
J.Strode-84,1030382,y,SC 000044:37,E
